# file...... Output/Qh/house_Qh_file_007.csv
# date...... Fri Mar 23 10:19:36 2018
# user...... yingying
# host...... (null)
# trigger... (none)
# interval.. 30
# limit..... 0
# timestamp,house_0_6C_tm_0_C_6_Meter_16_121:Qh,house_0_7C_tm_0_C_7_Meter_16_122:Qh,house_0_8C_tm_0_C_8_Meter_16_123:Qh,house_0_9C_tm_0_C_9_Meter_16_124:Qh,house_0_10C_tm_0_C_10_Meter_16_125:Qh,house_0_11C_tm_0_C_11_Meter_16_126:Qh,house_0_12C_tm_0_C_12_Meter_16_127:Qh,house_0_13C_tm_0_C_13_Meter_16_128:Qh,house_0_14C_tm_0_C_14_Meter_16_129:Qh,house_0_15C_tm_0_C_15_Meter_16_130:Qh,house_0_1C_tm_0_C_1_Meter_17_131:Qh,house_0_2C_tm_0_C_2_Meter_17_132:Qh,house_0_3C_tm_0_C_3_Meter_17_133:Qh,house_0_4C_tm_0_C_4_Meter_17_134:Qh,house_0_5C_tm_0_C_5_Meter_17_135:Qh,house_0_6C_tm_0_C_6_Meter_17_136:Qh,house_0_7C_tm_0_C_7_Meter_17_137:Qh,house_0_8C_tm_0_C_8_Meter_17_138:Qh,house_0_1A_tm_0_A_1_Meter_19_139:Qh,house_0_2A_tm_0_A_2_Meter_19_140:Qh
2010-08-16 00:05:00 UTC,+0,+0,+0,+0,+0,-60693.5438734,+0,+0,+0,-60691.5073356,+0,-39024.6475386,+0,+0,-60704.8132586,+0,+0,+0,+0,+0
2010-08-16 00:05:30 UTC,+0,+0,+0,+0,+0,-60651.0797135,+0,-43322.7957517,+0,-60649.0452151,+0,-38999.331229,+0,+0,-60665.4323519,+0,+0,+0,+0,+0
2010-08-16 00:06:00 UTC,+0,+0,+0,+0,+0,-60692.9405672,+0,-43352.6966371,+0,-60690.9040585,+0,-39026.2517584,+0,+0,-60707.3087104,+0,+0,+0,+0,+0
2010-08-16 00:06:30 UTC,+0,+0,+0,+0,+0,-60714.9074037,+0,-43368.3873794,-30362.1821788,-60712.8698403,+0,-39039.134643,+0,+0,-60727.3487433,+0,+0,+0,+0,+0
2010-08-16 00:07:00 UTC,+0,+0,+0,+0,+0,-60708.0108964,+0,-43363.4612574,-30358.7332401,-60705.9736641,+0,+0,+0,+0,-60723.8494492,+0,+0,+0,+0,+0
2010-08-16 00:07:30 UTC,+0,+0,+0,+0,+0,-60711.0355835,+0,-43365.6217681,-30360.2458842,-60708.9982059,+0,+0,+0,+0,-60726.7102572,+0,+0,+0,+0,+0
2010-08-16 00:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43394.1356333,-30380.2093715,-60748.9153325,+0,+0,+0,+0,-60762.8833934,+0,+0,+0,+0,+0
2010-08-16 00:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,-43408.0678963,-30389.9638031,-60768.4193845,+0,+0,+0,+0,-60782.3945554,+0,+0,+0,+0,+0
2010-08-16 00:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,-43441.5443962,+0,+0,+0,+0,+0,+0,-60822.3878559,+0,+0,+0,+0,+0
2010-08-16 00:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:10:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:11:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:12:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47789.7473164,+0
2010-08-16 00:12:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47798.0828945,+0
2010-08-16 00:13:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47822.8388819,+0
2010-08-16 00:13:30 UTC,-34798.5016786,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47858.3311328,+0
2010-08-16 00:14:00 UTC,-34793.8491089,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47860.6624172,+0
2010-08-16 00:14:30 UTC,-34802.665369,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47877.4970486,+0
2010-08-16 00:15:00 UTC,-34809.4613447,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47876.9951258,+0
2010-08-16 00:15:30 UTC,-34813.4149024,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47848.6957691,+0
2010-08-16 00:16:00 UTC,-34818.7439981,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47839.6939566,+0
2010-08-16 00:16:30 UTC,-34817.7634296,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:17:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39174.363031,+0,+0,+0,+0,+0,+0
2010-08-16 00:18:00 UTC,+0,+0,+0,+0,+0,+0,-47854.2345436,+0,+0,+0,+0,+0,+0,-39156.836497,+0,+0,+0,+0,+0,-30435.1124957
2010-08-16 00:18:30 UTC,+0,+0,+0,+0,+0,+0,-47843.7319331,+0,+0,+0,+0,+0,+0,-39148.2422631,+0,+0,+0,+0,+0,-30433.3194482
2010-08-16 00:19:00 UTC,+0,+0,+0,+0,+0,+0,-47836.2515627,+0,+0,+0,+0,+0,+0,-39144.8256276,+0,+0,+0,+0,+0,-30429.6513696
2010-08-16 00:19:30 UTC,+0,+0,+0,+0,+0,+0,-47829.5105797,+0,+0,+0,+0,+0,+0,-39139.2210704,+0,+0,+0,+0,+0,-30428.0274723
2010-08-16 00:20:00 UTC,+0,+0,+0,+0,+0,+0,-47837.3611945,+0,+0,+0,+0,+0,+0,-39145.6458521,+0,+0,+0,+0,+0,-30429.7962044
2010-08-16 00:20:30 UTC,+0,+0,+0,+0,+0,+0,-47838.0211063,+0,+0,+0,+0,-39146.7963824,+0,+0,+0,+0,+0,+0,+0,-30430.2321477
2010-08-16 00:21:00 UTC,+0,+0,+0,+0,+0,+0,-47853.093059,+0,+0,+0,+0,-39159.1311904,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:21:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39161.9910605,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39157.0810066,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:22:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39151.3157544,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39163.1439464,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:23:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39157.0860729,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:24:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:25:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:26:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:27:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:28:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52168.3350432,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:29:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52174.8902409,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52177.3958582,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:30:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52202.1021068,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52188.2996952,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:31:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-30435.5732742,-60860.3840943,+0,+0,-52164.0012898,+0,-60864.8004973,+0,+0,+0,+0,+0
2010-08-16 00:32:00 UTC,+0,+0,-26070.6719998,+0,+0,+0,+0,+0,-30416.7983914,-60822.8426368,+0,+0,+0,+0,-60833.7400534,+0,+0,+0,+0,+0
2010-08-16 00:32:30 UTC,+0,+0,-26082.9474377,+0,+0,+0,+0,+0,-30431.1203355,-60851.480187,+0,+0,+0,+0,-60862.3853888,+0,+0,+0,+0,+0
2010-08-16 00:33:00 UTC,+0,+0,-26077.2555618,+0,+0,+0,+0,+0,-30424.4795354,-60838.2015256,+0,+0,+0,+0,-60853.9537085,+0,+0,+0,+0,+0
2010-08-16 00:33:30 UTC,+0,+0,-26077.6420666,+0,+0,+0,+0,+0,-30424.9304766,-60839.1032082,+0,+0,+0,+0,-60854.8557481,+0,+0,+0,+0,+0
2010-08-16 00:34:00 UTC,+0,+0,-26074.262156,+0,+0,+0,+0,+0,+0,-60831.2181649,+0,+0,+0,+0,-60840.9149944,+0,-43455.2098244,+0,+0,+0
2010-08-16 00:34:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60828.1372574,+0,+0,+0,+0,-60835.894134,+0,-43451.6237872,+0,+0,+0
2010-08-16 00:35:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60852.8488792,+0,+0,+0,+0,-60860.6103482,+0,-43469.2767901,+0,+0,+0
2010-08-16 00:35:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60868.6923033,+0,-43475.0491456,+0,+0,+0
2010-08-16 00:36:00 UTC,+0,+0,+0,+0,+0,+0,-47816.7277826,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43471.091931,+0,+0,+0
2010-08-16 00:36:30 UTC,+0,+0,+0,+0,+0,+0,-47800.5420309,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43456.3767078,+0,+0,+0
2010-08-16 00:37:00 UTC,+0,+0,+0,+0,+0,+0,-47798.1172646,+0,+0,+0,+0,+0,+0,+0,+0,+0,-43454.1722395,+0,+0,+0
2010-08-16 00:37:30 UTC,+0,+0,+0,+0,+0,+0,-47785.8657653,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:38:00 UTC,+0,+0,+0,+0,+0,+0,-47801.2577148,+0,+0,+0,+0,+0,+0,-39113.1763381,+0,+0,+0,-52151.3672498,+0,+0
2010-08-16 00:38:30 UTC,+0,+0,+0,+0,+0,+0,-47813.3121024,+0,+0,+0,+0,+0,+0,-39123.0401887,+0,+0,+0,-52164.5191692,+0,-30427.1955573
2010-08-16 00:39:00 UTC,+0,+0,+0,+0,+0,-60833.8273413,-47797.9269029,+0,+0,+0,+0,+0,+0,-39113.3600959,+0,+0,+0,-52151.6122624,+0,-30425.8480923
2010-08-16 00:39:30 UTC,+0,+0,+0,+0,+0,-60800.0436556,+0,-43429.2666002,+0,+0,+0,-39091.9246297,+0,-39091.3152039,+0,+0,+0,-52122.218808,+0,-30431.6089472
2010-08-16 00:40:00 UTC,+0,+0,+0,+0,+0,-60813.1381102,+0,-43438.6198976,+0,+0,+0,-39100.344443,+0,-39099.7348588,+0,+0,+0,-52133.4451157,+0,-30421.9033798
2010-08-16 00:40:30 UTC,+0,+0,+0,+0,+0,-60815.3231434,+0,-43440.180655,+0,+0,+0,-39101.7494325,+0,-39101.1398219,+0,+0,+0,-52135.3184167,+0,-30420.5860891
2010-08-16 00:41:00 UTC,+0,-52122.1486548,+0,+0,+0,-60813.3031724,+0,-43438.7378006,+0,+0,+0,-39102.9440732,+0,-39102.3344401,+0,+0,+0,-52136.9112554,+0,-30419.2152057
2010-08-16 00:41:30 UTC,+0,-52129.7585251,+0,+0,+0,-60822.1821476,+0,-43445.0800042,+0,+0,+0,-39110.846279,+0,+0,+0,+0,+0,-52147.4474265,+0,+0
2010-08-16 00:42:00 UTC,+0,-52108.7795021,+0,+0,+0,-60797.7044345,+0,-43427.5957073,+0,+0,+0,-39095.1039499,+0,+0,+0,+0,+0,-52126.4578601,+0,+0
2010-08-16 00:42:30 UTC,+0,-52115.9446229,+0,+0,-43434.2429358,-60806.0644889,+0,-43433.5672485,+0,+0,+0,-39099.8570639,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:43:00 UTC,+0,-52135.3858041,+0,+0,-43450.4458508,+0,+0,-43449.7698803,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47765.4860252,+0
2010-08-16 00:43:30 UTC,+0,-52150.4204702,+0,+0,-43462.9762318,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47795.2098937,+0
2010-08-16 00:44:00 UTC,-34754.4104228,-52125.4904238,+0,+0,-43442.1987177,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47799.7027331,+0
2010-08-16 00:44:30 UTC,-34749.6067924,-52118.2860009,+0,+0,-43436.1943168,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47777.5652739,+0
2010-08-16 00:45:00 UTC,-34755.3701033,+0,+0,+0,-43443.3982909,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47765.6691114,+0
2010-08-16 00:45:30 UTC,-34771.51217,+0,+0,+0,-43463.5754135,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47751.2333779,+0
2010-08-16 00:46:00 UTC,-34779.9436355,+0,+0,+0,-43474.1145047,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47761.1286965,+0
2010-08-16 00:46:30 UTC,-34782.9216181,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47768.3284816,+0
2010-08-16 00:47:00 UTC,-34798.1495912,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47742.0526507,+0
2010-08-16 00:47:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:48:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52123.0402471,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:49:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52132.6634113,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52159.7039055,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:50:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52154.9998632,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47802.7711935,+0,-52145.8156757,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:51:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47814.1365786,+0,-52158.213526,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:52:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47814.9918137,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:52:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47809.5794771,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:53:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47851.7515419,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:53:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47839.1812431,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:54:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,-30438.8373086,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:54:30 UTC,+0,+0,-26084.6027485,+0,+0,+0,-47810.3348757,+0,-30429.2633848,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:55:00 UTC,+0,+0,-26064.559449,+0,+0,+0,-47779.5458731,+0,-30409.6667834,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:55:30 UTC,+0,+0,-26067.641361,+0,+0,+0,-47785.1952437,+0,-30413.262498,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 00:56:00 UTC,+0,+0,-26064.4932099,+0,+0,+0,-47779.4244521,+0,-30409.5895012,+0,+0,+0,+0,-39095.7971317,+0,+0,-43437.7426132,+0,+0,+0
2010-08-16 00:56:30 UTC,+0,+0,-26075.0129212,-34764.280261,+0,+0,-47798.7078541,+0,+0,+0,+0,+0,+0,-39114.0704599,+0,+0,-43458.0450449,+0,+0,+0
2010-08-16 00:57:00 UTC,+0,+0,+0,-34755.079154,+0,+0,-47786.0570465,+0,+0,-60816.8692135,+0,+0,+0,-39108.0813875,+0,+0,-43451.390935,+0,+0,+0
2010-08-16 00:57:30 UTC,+0,+0,+0,-34756.3860732,+0,+0,-47787.8539589,+0,+0,-60819.156107,+0,+0,+0,-39109.5521948,+0,+0,-43453.0250634,+0,+0,+0
2010-08-16 00:58:00 UTC,+0,+0,+0,-34761.7839448,+0,+0,+0,+0,+0,-60828.6014937,+0,-39120.9647901,+0,-39113.340208,+0,+0,-43457.2337045,+0,+0,+0
2010-08-16 00:58:30 UTC,+0,+0,+0,-34741.949904,+0,+0,+0,+0,+0,-60793.8951876,+0,-39086.031977,+0,-39085.4226621,-60800.3205392,+0,-43426.2161438,+0,+0,+0
2010-08-16 00:59:00 UTC,+0,+0,+0,-34750.8857476,+0,+0,+0,+0,+0,-60809.5314428,+0,-39096.0852841,+0,+0,-60815.9590195,+0,-43437.3855781,+0,+0,-30423.9578168
2010-08-16 00:59:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60821.0221912,+0,-39104.003559,+0,+0,-60828.276338,+0,-43446.182947,+0,+0,-30419.3027883
2010-08-16 01:00:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60827.0859772,+0,-39110.3384817,+0,+0,-60838.1306638,+0,+0,+0,+0,-30400.0051983
2010-08-16 01:00:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60810.9219281,+0,-39097.6598061,+0,+0,-60818.4082763,+0,+0,+0,+0,-30406.4834673
2010-08-16 01:01:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-39086.7251404,+0,+0,-60801.3987936,+0,+0,+0,+0,-30414.5309912
2010-08-16 01:01:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60817.3502936,+0,+0,+0,+0,-30409.2738811
2010-08-16 01:02:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60832.1845441,+0,+0,+0,+0,-30394.2309288
2010-08-16 01:02:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-60844.6379441,+0,+0,+0,+0,+0
2010-08-16 01:03:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:03:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:04:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:05:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:06:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:06:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52165.2489012,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:07:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52174.1580513,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52195.0899479,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:08:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52185.9657124,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:09:00 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52182.6315814,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:09:30 UTC,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-52155.2881873,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:10:00 UTC,+0,-52150.6655127,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:10:30 UTC,+0,-52148.4412001,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0
2010-08-16 01:11:00 UTC,+0,-52146.7407656,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47775.1034649,+0
2010-08-16 01:11:30 UTC,-34761.0076334,-52135.3848347,+0,+0,+0,+0,+0,-43449.7690722,+0,+0,+0,+0,+0,+0,+0,+0,+0,+0,-47794.95048,+0
